brand,title,price,instalment/month,owner,mileage,depreciation,registered_date,remaining_coe,coe_years,coe_months
Volkswagen,Volkswagen Golf Gt Sport 1.4A Tsi,85800,866,6,,14744,2009-04-05,69,5,9
Toyota,Toyota 86 2.0 S (A),148800,1270,2,135000.0,16174,2012-07-20,110,9,2
Honda,Honda Civic Type R 2.0M,153800,1533,2,,26050,2009-06-23,70,5,10
Bmw,Bmw 3 Series 316I,112800,963,4,14200.0,11408,2013-03-29,118,9,10
Mercedes-Benz,Mercedes-Benz Gla-Class Gla45 Amg 4Matic,169888,2197,3,30000.0,31054,2017-02-10,52,4,4
Mercedes-Benz,Mercedes-Benz E-Class E250,69800,4286,2,96800.0,45965,2014-11-04,120,10,0
Honda,Honda Fit 1.3Gf Cvt,71888,819,1,76805.0,13617,2018-08-06,60,5,0
Subaru,Subaru Forester 2.0I-L Cvt Awd Sr,91888,964,2,56481.0,15396,2018-11-23,66,5,6
B.M.W.,B.M.W. M135 Xdrive Led Hl,210888,1800,1,61462.0,25039,2020-03-08,86,7,2
B.M.W.,B.M.W. 740Li Pgr Laserhl Rcp Hud Nav,395888,3379,1,20907.0,38866,2021-07-29,98,8,2
Honda,Honda Hrv 1.5 Dx Cvt,97888,899,1,37716.0,13491,2019-10-31,77,6,5
Toyota,Toyota Lexus Ux200 5Dr Suv (At) (2Wd) Luxury,165800,1415,1,30000.0,18769,2020-12-23,91,7,7
Honda,Honda Mobilio 1.5A Rs I-Vtec Luxe,61800,1177,2,71000.0,17820,2016-11-04,34,2,10
Porsche,Porsche 911S,298000,3044,7,,51968,1980-08-29,68,5,8
Suzuki,Suzuki Swift 1.2A Xg,8800,159,3,,54441,2008-09-07,0,0,0
Honda,Honda Vezel Hybrid 1.5A X,59800,1139,2,,19828,2016-01-04,34,2,10
B.M.W.,B.M.W. 530I M-Sport Auto,237800,2071,1,33200.0,27541,2020-03-27,82,6,10
Honda,Honda Freed Hybrid 1.5 G Honda Sensing Dual Power Doors 7-Seater (A),141800,1210,1,13500.0,17274,2021-01-22,92,7,8
Bentley,Bentley Continental Gt 4.0A V8,310000,2646,3,49732.0,23511,2013-06-28,109,9,1
Mini,Mini Cooper S 1.6A,36800,972,4,,17838,2005-02-06,24,2,0
Nissan,Nissan Gtr 3.8A,278800,2680,6,,45613,2009-06-19,73,6,1
Mini,Mini One 1.5A,95800,955,3,54712.0,14794,2019-11-04,70,5,10
Bentley,Bentley Continental Flying Spur 6.0A,121800,1368,4,113323.0,23723,2008-06-27,61,5,1
B.M.W.,B.M.W. 428I At D/Ab Sr Hid Nav M Sport,84800,3510,2,82000.0,44420,2014-08-18,15,1,3
Kia,Kia Cerato 1.6A,12800,1115,3,,19548,2009-05-01,84,7,0
Toyota,Toyota Corolla Hybrid Sport Ascent 1.8 Cvt,131800,1125,2,10000.0,15825,2021-04-14,95,7,11
Subaru,Subaru Forester 2.0I-L (A),88800,983,1,59770.0,15748,2018-07-25,62,5,2
Mitsubishi,Mitsubishi Asx 2.0 (A),50800,1054,2,142496.0,16302,2015-12-23,31,2,7
Mercedes,Mercedes Benz Amg A45S 4Matic,362800,3096,1,6800.0,35505,2022-04-19,107,8,11
Mercedes,Mercedes Benz Vito 114 Cdi,90888,792,1,,13170,2020-03-13,82,6,10
Mercedes,Mercedes Benz A200 A,119800,1023,2,103000.0,12066,2013-07-26,111,9,3
Volkswagen,Volkswagen Golf A7 1.4 Tsi At 5G13Gz W/O Hid,101800,869,2,140000.0,10180,2013-12-07,107,8,11
Daihatsu,Daihatsu Copen 660 A,64800,662,6,148000.0,11355,2009-01-22,68,5,8
Porsche,Porsche Cayenne 3.0A Tip Panoramic Roof,408800,3489,1,22000.0,42080,2021-06-28,97,8,1
Land,Land Rover Range Rover Sport Mild Hybrid 3.0 Hst P400 (A),363800,3105,1,20200.0,41178,2020-07-23,86,7,2
Nissan,Nissan Qashqai 1.2 Dig-T Lite (A),66800,946,1,42200.0,15235,2017-04-19,47,3,11
Mitsubishi,Mitsubishi Lancer Ex 1.6A Sports,51900,914,3,68000.0,14507,2016-06-17,37,3,1
Mercedes-Benz,Mercedes-Benz C-Class C180 Avantgarde,173888,1484,1,32000.0,20499,2020-10-26,89,7,5
Jaguar,Jaguar Xe 2.0A Prestige,98888,1428,3,88000.0,19974,2017-03-28,46,3,10
Bmw,Bmw 3 Series 320I Convertible,95888,819,3,125000.0,12203,2011-03-18,94,7,10
Mini,Mini Cooper Countryman 1.6A,95888,819,5,130000.0,12157,2011-03-29,94,7,10
Honda,Honda Vezel Hybrid 1.5X Auto,76888,995,2,82644.0,17003,2017-09-26,52,4,4
Honda,Honda Shuttle 1.5G,89888,864,1,48000.0,13931,2019-06-20,73,6,1
Volkswagen,Volkswagen Golf Gti 2.0 Tsi,64888,2686,3,82263.0,35927,2014-08-09,15,1,3
Volkswagen,Volkswagen Golf 1.4 Tsi (A),46800,1034,2,144200.0,16888,2015-11-11,29,2,5
Jaguar,Jaguar F-Type Coupé 2.0 R-Dynamic (A),379800,3241,1,3700.0,36077,2022-01-07,109,9,1
Jaguar,Jaguar F-Type S Coupe 3.0 V6 S,228800,3587,1,58000.0,43907,2016-08-12,42,3,6
Volkswagen,Volkswagen Golf 1.4A Tsi,49900,1139,2,80000.0,18997,2015-09-29,28,2,4
Subaru,Subaru Forester 2.0A Xt Sunroof,72900,1223,3,80000.0,19319,2016-08-13,39,3,3
Mercedes-Benz,Mercedes-Benz E-Class E200,55000,4791,2,70000.0,53099,2013-12-13,84,7,0
Mercedes-Benz,Mercedes-Benz Gla-Class Gla180,78888,1589,2,120000.0,24362,2016-01-27,32,2,8
Hyundai,Hyundai Avante 1.6A Gls S,75888,756,1,38201.0,11628,2019-05-04,70,5,10
Honda,Honda Fit 1.3A G,56888,597,4,155545.0,10279,2008-11-20,66,5,6
Bmw,Bmw 2 Series 216D Active Tourer,90888,1118,1,113689.0,17258,2017-12-12,55,4,7
Hyundai,Hyundai Avante 1.6A,53888,581,2,,9954,2008-07-10,64,5,4
Bmw,Bmw 5 Series Sedan 523I (A),99800,852,5,148339.0,13491,2011-01-19,88,7,4
Mitsubishi,Mitsubishi Lancer Evolution Ix 2.0 Gsr (M),167800,2631,1,110000.0,46897,2006-07-12,42,3,6
Bmw,Bmw 4 Series Convertible 435I M Sport (A),99800,4416,3,97000.0,44635,2014-07-18,14,1,2
Bmw,Bmw 3 Series Convertible 335I (A),93888,1070,5,,18534,2008-02-06,60,5,0
Audi,Audi R8 Gt Coupe 5.2 Fsi Quattro R-Tronic (A),288888,2569,6,,43197,2010-01-15,80,6,8
Bmw,Bmw 1 Series Coupe 135I M-Sport (A),109800,937,7,114000.0,13526,2011-06-21,97,8,1
Bmw,Bmw 6 Series 630I Gran Turismo M-Sport,286800,2448,2,16000.0,28682,2021-09-13,100,8,4
Mercedes-Benz,Mercedes-Benz Glc-Class Glc250 Coupe Amg Line 4Matic Sunroof,209800,1948,1,24000.0,27816,2019-09-18,76,6,4
Mercedes-Benz,Mercedes-Benz E-Class E220D,123500,1684,2,68000.0,24329,2017-06-14,49,4,1
Mercedes-Benz,Mercedes-Benz A-Class A180,54900,1253,4,,19127,2015-09-25,28,2,4
Mercedes-Benz,Mercedes-Benz A-Class Saloon A35 Amg 4Matic Premium Plus,232800,1987,2,22000.0,26541,2021-01-13,92,7,8
Audi,Audi Rs 5 Coupe 4.2 Fsi Quattro S-Tronic (A),146888,1254,2,74000.0,18095,2011-06-21,97,8,1
Toyota,Toyota Rav4 2.0 Premium (A),130800,1202,1,44106.0,17651,2019-10-29,77,6,5
Mercedes-Benz,Mercedes-Benz A-Class A180 Style (A),63900,1367,3,104000.0,21463,2015-11-23,30,2,6
Bmw,Bmw 5 Series 520I,82800,1621,3,93000.0,21435,2016-02-26,33,2,9
Mercedes-Benz,Mercedes-Benz Cla-Class Cla180 Shooting Brake,83888,1345,3,100000.0,19721,2016-02-11,41,3,5
Bmw,Bmw X6 Xdrive35I M Sport (A),188888,1612,4,52000.0,20416,2012-08-08,110,9,2
Volkswagen,Volkswagen Golf 1.2 Tsi Dsg (A),67200,917,3,86000.0,15257,2017-06-30,49,4,1
Mercedes-Benz,Mercedes-Benz Cla-Class Cla180 (A),72100,1646,3,102000.0,24651,2015-02-10,28,2,4
Hyundai,Hyundai Elantra 1.6 Gls (A),44700,1020,2,97000.0,16316,2015-09-16,28,2,4
Subaru,Subaru Brz 2.0M,142800,1219,1,,15723,2012-06-30,108,9,0
Volkswagen,Volkswagen Scirocco 1.4A Tsi,31800,681,4,,12671,2010-11-29,30,2,6
Audi,Audi Q3 2.0A Tfsi Quattro,53800,2093,1,102000.0,25937,2014-12-09,16,1,4
Mercedes-Benz,Mercedes-Benz E-Class E300 Exclusive,212888,2095,2,28000.0,28264,2019-04-24,71,5,11
Nissan,Nissan Sylphy 1.6 Premium (A),79800,837,1,15564.0,12865,2018-07-12,66,5,6
Bentley,Bentley Continental Flying Spur 6.0 (A),160000,1520,4,137910.0,25898,2008-03-19,74,6,2
Mercedes-Benz,Mercedes-Benz C-Class Saloon C200 Kompressor (A),72800,717,4,,12178,2009-06-16,71,5,11
Mercedes-Benz,Mercedes-Benz C-Class Saloon C180K (A),74800,719,5,,12210,2009-06-24,73,6,1
Volkswagen,Volkswagen Golf 1.4 Tsi Dsg Highline (A),116588,1071,3,,15968,2019-10-30,77,6,5
Bmw,Bmw 5 Series 535I,128500,1097,3,,16218,2011-11-04,94,7,10
Toyota,Toyota Camry 2.4A,70888,611,3,69000.0,10139,2010-05-20,83,6,11
Bmw,Bmw 3 Series 320Im,118888,1200,6,,20430,1992-11-01,69,5,9
Mercedes-Benz,Mercedes-Benz Amg Cla-Class Cla45 S Amg 4Matic+ Plus Auto,309800,2644,2,,29801,2021-03-23,106,8,10
Volkswagen,Volkswagen Golf 1.4 Tsi Dsg (A),67500,994,3,72000.0,16444,2017-02-23,45,3,9
Volkswagen,Volkswagen Golf 1.4A Tsi Eqp Sunroof,74800,1059,1,66000.0,16933,2017-04-28,47,3,11
Mercedes,Mercedes Benz C180K,70800,752,4,121312.0,13025,2008-10-15,65,5,5
Bmw,Bmw 5 Series 530I M-Sport,169800,2159,2,90000.0,29608,2017-10-25,53,4,5
Volkswagen,Volkswagen Scirocco Gp 1.4A Tsi,78800,1056,2,60000.0,16444,2017-07-28,50,4,2
Toyota,Toyota Wish 1.8 Auto,67800,676,4,118284.0,11575,2009-03-18,70,5,10
Honda,Honda Freed Hybrid 1.5A G 7-Seater,98800,1036,2,67000.0,16204,2018-11-23,66,5,6
Toyota,Toyota Corolla Altis 1.6 (A),21800,1037,6,,19082,2009-06-17,13,1,1
Bmw,Bmw 5 Series 530I M-Sport,163800,2118,2,101000.0,29456,2017-09-21,52,4,4
Honda,Honda Civic 1.8L A,44800,809,4,140829.0,14639,2006-08-21,36,3,0
Nissan,Nissan Sylphy 1.5 (A),58800,586,3,127074.0,9996,2009-03-27,70,5,10
Subaru,Subaru Impreza Sedan 1.6 I (A),53500,669,6,148340.0,11700,2007-05-12,54,4,6
Land,Land Rover Discovery Sport 2.0A Si4 Se 7-Seater,113800,1784,2,78117.0,24318,2016-11-24,42,3,6
Honda,Honda Civic 1.6 I-Vtec (A),69800,1119,3,87000.0,17130,2016-11-11,41,3,5
Ford,Ford Mustang 5.0A Gt,298888,3175,2,48000.0,46874,2018-05-11,65,5,5
Mclaren,Mclaren 600Lt Coupé 3.8 V8 (A),755000,7430,2,13000.0,100085,2019-04-18,71,5,11
Nissan,Nissan Nv350 Caravan 2.0A,88988,760,1,,9826,2022-09-05,107,8,11
Mercedes-Benz,Mercedes-Benz A-Class A180 (A),53888,1545,2,106800.0,24808,2015-03-31,22,1,10
Mercedes-Benz,Mercedes-Benz C-Class Saloon C180 Cgi (A),45800,2812,1,128000.0,38094,2014-03-17,120,10,0
Bmw,Bmw 3 Series Sedan 318I (A),73800,1445,3,100000.0,21824,2016-02-26,33,2,9
Nissan,Nissan Note 1.2A,73800,678,2,33468.0,11016,2019-10-31,77,6,5
Toyota,Toyota Harrier 2.0A Premium,69888,1651,2,,24648,2015-08-26,27,2,3
Honda,Honda Hr-V 1.5A Dx,82800,944,2,65000.0,14448,2018-06-06,60,5,0
Audi,Audi A5 Sportback 2.0A Tfsi S-Tronic Design,136800,1769,3,,26526,2017-09-20,52,4,4
Mercedes-Benz,Mercedes-Benz S-Class S500L Amg Line 4Matic Premium Plus Mild Hybrid,498800,4257,1,14000.0,50032,2021-06-30,97,8,1
Audi,Audi A3 Sportback 1.0A Tfsi S-Tronic,93800,1136,2,58000.0,17058,2018-08-02,56,4,8
Hyundai,Hyundai Elantra 1.6A Gls Elite,55800,1035,1,,16136,2016-04-13,35,2,11
Hyundai,Hyundai Elantra 1.6A Elite,43800,1072,2,92000.0,16643,2015-07-22,26,2,2
Bentley,Bentley Bentayga 4.0A,808800,6902,2,,81772,2021-01-21,92,7,8
Mazda,Mazda 3 1.5A Deluxe Sunroof,68800,906,1,,14479,2017-08-15,51,4,3
Nissan,Nissan Qashqai 1.2A Dig-T Premium,51800,1075,1,88005.0,17354,2015-12-16,31,2,7
Skoda,Skoda Octavia 1.4A Tsi Ambition Plus,101800,956,1,51555.0,14534,2019-02-09,75,6,3
Subaru,Subaru Impreza 4D 1.6I-S (A),68400,900,1,98000.0,14423,2017-08-18,51,4,3
Hyundai,Hyundai Avante 1.6A Gls (Opc),69800,704,1,55203.0,10917,2019-05-03,69,5,9
Bmw,Bmw X5 Xdrive35I 7-Seater,127800,2822,2,79000.0,35062,2015-10-27,29,2,5
Bmw,Bmw M Series M4 Coupe 3.0 Competition (A),185000,6100,3,85200.0,77500,2015-02-01,19,1,7
Bmw,Bmw 5 Series Sedan 523I (A),98800,844,6,127067.0,13833,2010-06-30,85,7,1
Bmw,Bmw 3 Series Sedan 316I Se (A),116800,2110,3,82000.0,11680,2013-10-01,0,0,0
Bmw,Bmw 3 Series Sedan 316I Sport (A),48700,1894,3,93000.0,26308,2014-09-26,16,1,4
Honda,Honda Vezel 1.5X Cvt,48800,1153,2,121088.0,19087,2015-09-09,27,2,3
Toyota,Toyota Hiace Dx 2.8 Auto,70800,795,1,,13593,2018-04-07,61,5,1
Suzuki,Suzuki Jimny 660Xg Cvt,99800,938,1,17888.0,14537,2019-08-19,75,6,3
Toyota,Toyota Hiace 2.8A Dx,88999,760,2,,11200,2021-03-24,94,7,10
Volvo,Volvo S60 T4 (A),118888,1015,2,120811.0,9735,2013-10-12,126,10,6
Mazda,Mazda Mazda3 4-Door Sedan,49800,1003,3,109452.0,16509,2016-01-25,32,2,8
Toyota,Toyota Dyna 150 3.0M Diesel,43800,1113,2,,19889,2015-10-07,25,2,1
Volkswagen,Volkswagen Scirocco 1.4 Tsi Dsg (A),65800,1189,4,86000.0,13160,2013-09-05,0,0,0
Maserati,Maserati Granturismo Mc Stradale 4.7 (A),238800,2038,3,80000.0,28438,2011-10-14,100,8,4
Volkswagen,Volkswagen Golf 1.4A Tsi,82800,707,2,88388.0,9784,2011-11-25,101,8,5
Mitsubishi,Mitsubishi Lancer Evolution Ix Rs Manual,268888,6136,7,,112422,2005-09-30,28,2,4
Suzuki,Suzuki Every Turbo,55800,477,2,25000.0,7636,2020-12-08,87,7,3
Toyota,Toyota Hiace 3.0M,69800,679,1,78000.0,11495,2019-05-15,72,6,0
Mercedes-Benz,Mercedes-Benz C-Class Saloon C180 Kompressor (A),76800,691,4,125000.0,11569,2009-12-28,79,6,7
Volkswagen,Volkswagen Jetta 1.4A Tsi Sport,78888,674,4,191000.0,9682,2011-02-09,97,8,1
Volkswagen,Volkswagen Golf 1.2 Tsi Dsg (A),48800,956,3,,16016,2016-02-25,33,2,9
Rover,Rover P4-60,93800,1173,1,38000.0,20563,1954-03-26,54,4,6
Toyota,Toyota Vios 1.5A E,78800,795,0,11150.0,12385,2019-01-03,69,5,9
Porsche,Porsche Macan S 3.0A Pdk,165800,4057,1,79100.0,52489,2015-07-31,26,2,2
Honda,Honda Vezel 1.5X Cvt,56800,976,1,,16254,2016-07-27,38,3,2
Mazda,Mazda Cx-3 2.0A Sunroof,71800,1126,1,67800.0,16433,2016-11-30,42,3,6
Toyota,Toyota Sienta 1.5X A,63800,870,3,,14502,2017-11-07,49,4,1
Hyundai,Hyundai Tucson 2.0A Gls,60800,1127,3,93000.0,17554,2016-04-20,35,2,11
Honda,Honda Vezel 1.5A X Honda Sensing,93800,902,1,45000.0,14049,2019-05-07,73,6,1
Mazda,Mazda 3 1.5A Sunroof,56800,931,4,,15053,2016-09-29,40,3,4
Hyundai,Hyundai Elantra 1.6A Gls,73800,817,1,51000.0,13194,2018-07-25,62,5,2
Bmw,Bmw Z4 Sdrive35Is,129800,1108,3,98000.0,15478,2011-12-27,100,8,4
Mini,Mini Cooper S Countryman 2.0A,129800,1679,2,66000.0,24763,2017-09-20,52,4,4
Bmw,Bmw M Series M5 Sunroof,175800,1501,5,106000.0,22066,2012-01-27,95,7,11
Bmw,Bmw 2 Series 216D Gran Tourer Luxury,75800,1369,2,87000.0,20696,2016-01-06,36,3,0
Bmw,Bmw 5 Series 523I,96800,826,3,106300.0,12646,2011-03-03,91,7,7
Bmw,Bmw 420I Coupe At D/Ab Sr Hid Nav,70800,3133,3,96000.0,38043,2014-07-31,14,1,2
Bmw,Bmw 2 Series 225Xe Plug-In Hybrid Active Tourer Iperformance,175800,1531,1,31700.0,21737,2020-06-04,82,6,10
Honda,Honda Fit 1.3A G,64800,638,2,,10935,2009-12-06,71,5,11
Bmw,Bmw 1 Series 120I Cabriolet,103800,886,2,92000.0,12962,2011-12-10,96,8,0
Audi,Audi Q3 1.4A Tfsi S-Tronic,163800,1398,1,10000.0,19515,2020-12-18,91,7,7
Toyota,Toyota Wish 1.8X A,77800,692,4,,11539,2010-04-02,80,6,8
Bentley,Bentley Continental Flying Spur 6.0A,153800,1461,4,91800.0,24676,2010-02-11,74,6,2
Mazda,Mazda Mazda8 5-Door Wagon 2.3L Sp. 5Eat,51800,1553,3,,22778,2015-12-02,21,1,9
Hyundai,Hyundai Hd Avante 1.6 A S/R,7800,141,1,110000.0,0,2008-01-15,0,0,0
Toyota,Toyota Prius Plus Hybrid 1.8A,110800,1193,1,58500.0,18333,2018-01-10,64,5,4
Lexus,Lexus Nx Turbo Nx300 Luxury Moonroof,205800,1757,1,21000.0,23640,2020-10-26,89,7,5
Nissan,Nissan Nv350 2.5M,43800,598,2,,10442,2017-06-30,49,4,1
Toyota,Toyota 86 Base Grade Manual,159800,2886,3,112590.0,15980,2013-02-05,0,0,0
Ferrari,Ferrari 599 F1 Gtb Fiorano,378800,3869,1,91800.0,66408,2009-01-21,68,5,8
Citroen,Citroen C4 Picasso 1.6I Ehdi Etg6 5 Seater,38800,1348,2,87680.0,20616,2014-11-19,18,1,6
Honda,Honda Vezel Hybrid 1.5X Auto,79800,1050,1,36900.0,18047,2017-08-23,51,4,3
Honda,Honda Jazz 1.3A,74800,817,1,43300.0,13511,2018-07-09,63,5,3
Bentley,Bentley Continental Gt 4.0A V8,308800,2635,5,83800.0,33585,2012-10-18,110,9,2
Mazda,Mazda Mazda3 5Dr 1.5 At M-Hybrid Elegance,115800,989,1,22164.0,13955,2021-12-03,94,7,10
Bmw,Bmw 523I 2.5 At Abs D/Ab 2Wd 4Dr Gas/D,99800,852,2,111905.0,12509,2011-07-29,95,7,11
Hyundai,Hyundai I30 Pde 1.4 T-Gdi Dct,105800,951,1,44586.0,14703,2019-12-13,79,6,7
Nissan,Nissan Note 1.2A Dig-S,47800,886,1,53000.0,15114,2016-10-05,35,2,11
Honda,Honda Vezel 1.5X Cvt,73800,894,1,89122.0,14383,2018-01-26,56,4,8
Porsche,Porsche 911 C4 Cabriolet Tip,171800,1733,6,93000.0,29426,1999-10-04,69,5,9
Subaru,Subaru Forester 2.0I-S Eyesight Awd Cvt Sr,123800,1090,1,45716.0,16920,2020-02-28,81,6,9
Lexus,Lexus Nx Turbo Nx300 Luxury Moonroof,205800,1757,1,21000.0,23640,2020-10-26,89,7,5
Audi,Audi Rs 3 Sportback 2.5A Tfsi Quattro,151800,1296,3,107100.0,17919,2011-10-28,101,8,5
Nissan,Nissan Note 1.2 Cvt Abs D/Airbag 2Wd 5Dr,46800,846,1,120000.0,14468,2016-03-06,36,3,0
Nissan,Nissan Cefiro 2.3A,31800,660,1,127300.0,11917,2006-09-01,31,2,7
Honda,Honda Accord 2.4A,51800,1799,2,,21647,2014-05-12,18,1,6
Lexus,Lexus Rx Turbo Rx200T,128888,2163,3,101000.0,29636,2016-08-30,39,3,3
Mercedes-Benz,Mercedes-Benz Cla-Class Cla200 Shooting Brake,83800,1554,1,,22470,2016-04-28,35,2,11
Hyundai,Hyundai Avante 1.6A,104800,895,1,55250.0,13654,2020-10-31,89,7,5
Toyota,Toyota Camry 2.4A,67800,637,3,,10704,2009-08-09,75,6,3
Toyota,Toyota Noah Hybrid 1.8 G 7-Seater (A),149800,1407,2,,21396,2019-03-09,75,6,3
Mercedes-Benz,Mercedes-Benz Cla-Class Cla200 Amg Line (A),134800,2435,2,,13480,2013-09-25,0,0,0
Mitsubishi,Mitsubishi Lancer 1.5 Mivec Glx At Abs D/Ab 2Wd 4Dr,15800,970,4,,18543,2009-03-17,120,10,0
Volkswagen,Volkswagen T-Cross 1.0 Tsi Dsg R-Line (A),128988,1101,1,18000.0,14548,2021-04-06,96,8,0
Opel,Opel Combo 1.6 (A),48900,513,2,,8723,2018-11-26,66,5,6
Volkswagen,Volkswagen Passat 2.0 Tsi Dsg Business (A),158988,1357,1,18000.0,17298,2021-11-08,98,8,2
Honda,Honda Shuttle Hybrid 1.5 Auto,103830,975,1,31595.0,15377,2019-05-09,75,6,3
Volkswagen,Volkswagen Passat 1.8 Tsi Dsg (A),103988,1259,1,70000.0,18171,2018-01-25,56,4,8
Volkswagen,Volkswagen Golf Gti 2.0 Tsi Dsg (A),204988,1750,1,13800.0,21561,2021-07-05,95,7,11
Skoda,Skoda Kodiaq 1.5 Tsi Sportline 7-Seater (A),179988,1536,1,10000.0,19541,2021-11-08,98,8,2
Skoda,Skoda Karoq 1.4 Tsi Style (A),152988,1306,1,17000.0,17048,2021-06-29,97,8,1
Skoda,Skoda Karoq 1.4 Tsi Style (A),151988,1297,1,18000.0,16894,2021-06-29,97,8,1
Skoda,Skoda Karoq 1.4 Tsi Style (A),151988,1297,1,18000.0,16995,2021-06-17,97,8,1
Skoda,Skoda Kamiq 1.5 Tsi Ambition (A),131988,1127,1,14500.0,14608,2021-11-08,98,8,2
Toyota,Toyota Hiace Standard Roof Diesel 2.8 Dx Van [Euro Vi] (A),77800,715,2,,11838,2019-11-11,77,6,5
Citroen,Citroen Berlingo 1.6 Hdi Extended (M),35800,489,3,,8538,2017-06-29,49,4,1
Ssangyong,Ssangyong Actyon Sports Diesel 2.2 4Wd (M),56800,854,1,,12009,2017-01-20,44,3,8
Mercedes,Mercedes Benz Glb200 Amg Line 7Seater,193100,1648,1,18434.0,22197,2021-02-24,93,7,9
Volkswagen,Volkswagen Touareg 3.0 Tsi Tiptronic R-Line (A),323988,2765,1,6000.0,30539,2022-07-03,105,8,9
Mercedes-Benz,Mercedes-Benz Gla-Class Gla180 (A),117800,1160,1,73000.0,17298,2019-09-05,71,5,11
Bmw,Bmw X4 Xdrive20I X Line (A),183800,1927,1,82000.0,28159,2018-11-26,66,5,6
Audi,Audi A4 Sedan 2.0 Tfsi S Tronic (A),150988,1329,2,33000.0,19337,2020-02-27,81,6,9
Volkswagen,Volkswagen Beetle Dune 1.2 Tsi Dsg (A),136988,1169,1,12000.0,16798,2020-09-10,88,7,4
Volkswagen,Volkswagen Passat 2.0 Tsi Dsg Business (A),168988,1442,1,32000.0,19487,2021-12-03,94,7,10
Skoda,Skoda Kodiaq 1.4 Tsi Ambition Plus 7- Seater (A),160988,1374,1,51000.0,19455,2020-11-20,90,7,6
Mercedes-Benz,Mercedes-Benz C-Class Saloon C180 Avantgarde (A),50800,1976,2,108500.0,26126,2014-08-10,16,1,4
Volkswagen,Volkswagen Touran 1.4 Tsi Comfortline,146988,1255,2,28000.0,18191,2020-09-29,88,7,4
Volkswagen,Volkswagen Passat 1.8 Tsi Dsg (A),129988,1194,1,59000.0,17718,2019-10-15,77,6,5
Mercedes,Mercedes Benz Cla180 Urban (R18 Led),125800,1269,2,55000.0,19008,2019-02-18,69,5,9
B.M.W.,B.M.W. M235I X Drive Gran Coupe Led Hl,215800,1842,1,36000.0,23747,2021-01-29,92,7,8
Honda,Honda Civic 1.6 Vti (A),122800,1048,1,13129.0,13645,2021-08-17,99,8,3
Nissan,Nissan Sylphy 1.6 Cvt Abs D/Airbag 2Wd 4Dr,33000,1696,2,148000.0,27509,2014-05-17,12,1,0
Mercedes,Mercedes Benz Glc250 Coupe Auto,188888,2062,2,65000.0,29479,2018-05-09,63,5,3
Hyundai,Hyundai Ae Ioniq Hev 1.6 Dct Sr,111800,1088,1,65000.0,16841,2019-05-23,72,6,0
Honda,Honda Vezel 1.5X W Sensing,69800,1008,2,83000.0,16388,2017-03-21,46,3,10
Porsche,Porsche Panamera G2 Pdk E6,319888,3935,1,68000.0,50727,2017-12-21,55,4,7
Audi,Audi A5 Sb 2.0 Tfsi S Tronic (Design),167800,1492,2,54400.0,21571,2020-01-28,80,6,8
Mercedes,Mercedes Benz C200 Amg Line M-Hybrid Auto,169700,1542,1,69938.0,21760,2019-11-29,78,6,6
B.M.W.,B.M.W. 318I Adpt Led Hl,191111,1631,1,15260.0,19615,2021-10-26,101,8,5
Honda,Honda Vezel 1.5X Cvt Abs D/Airbag 2Wd,57800,993,3,184000.0,16276,2016-01-08,38,3,2
Toyota,Toyota Hiace Dx 2.8 Auto,68800,796,2,86000.0,13646,2018-03-05,59,4,11
Mitsubishi,Mitsubishi Lancer 1.6 Glx 5Mt Airbag 2Wd 4Dr,77800,664,6,248000.0,10716,2010-12-08,87,7,3
Mercedes,Mercedes Benz Cla180 Coupe Amg Line,165200,1485,1,23600.0,21495,2019-12-16,79,6,7
Mercedes,Mercedes Benz A180 Amg Auto,115700,1338,1,29148.0,19995,2018-08-05,59,4,11
Mazda,Mazda Mazda3 Sedan 1.5 At Led Eu6,63800,855,2,68000.0,13562,2017-07-14,50,4,2
Nissan,Nissan Nv200 1.5 Mt Abs Airbag 2Wd 6Dr E5 W/Rc,36800,565,2,80000.0,9981,2016-12-30,43,3,7
Honda,Honda Civic 1.6 Vti Cvt,93800,997,1,59000.0,15340,2018-10-17,65,5,5
Toyota,Toyota Hiace Dx 2.8 Auto,84888,740,2,60000.0,12226,2020-03-25,82,6,10
Mitsubishi,Mitsubishi L200 Triton Double Cab,36888,1435,2,,18829,2014-09-22,16,1,4
Volkswagen,Volkswagen Passat B8 1.8 Tfsi At Sr Nav 17W 3G24Jz,142800,1219,1,20000.0,16695,2020-10-15,89,7,5
Suzuki,Suzuki Swift 1.6 Mt,40000,671,3,183000.0,12076,2006-09-19,39,3,3
Mercedes,Mercedes Benz E200 Exclusive M-Hybrid Auto,260800,2226,1,25000.0,29265,2021-09-03,93,7,9
Maserati,Maserati Granturismo (Depre),81800,1478,3,80000.0,8180,2013-08-02,0,0,0
Ferrari,Ferrari 430F1 Spider,355800,4307,2,45000.0,75460,2008-01-26,56,4,8
Jaguar,Jaguar F-Pace R-Sport 2.0 I4D,160800,2011,2,70000.0,27063,2017-11-28,54,4,6
Mercedes,Mercedes Benz Cla45 Amg 4Matic (R19 Bi),147888,3755,4,90000.0,53187,2015-10-07,25,2,1
Nissan,Nissan Note 1.2 (A),48494,854,2,82000.0,14771,2016-06-22,37,3,1
Audi,Audi Q3 1.4 Tfsi S Tronic (Nav),109800,1420,2,60000.0,20671,2017-10-10,52,4,4
